Tijdstempel,Score,Wat is uw leeftijd in cijfers?,Wat is uw geslacht?,"Wat is het niveau waaraan u momenteel studeert of heeft gestudeerd, indien u al werkt?",Wat is uw vakgebied of studierichting?,"Is uw vakgebied of studierichting direct gerelateerd aan technische onderwerpen zoals ICT, kunstmatige intelligentie en AI-generatoren?",In hoeverre bent u bekend met AI-generatoren?,Hoe vaardig acht u uzelf in het begrijpen van de werking van AI-generatoren?,"Hoe regelmatig gebruikt u zelf AI-generatoren in uw studie of werk? (ChatGPT, DALL-E, Bard)","Waar heeft u AI-generatoren voorheen voor gebruikt, indien van toepassing?",Hoeveel vertrouwen heeft u in uw vermogen om onderscheid te maken tussen door AI gegenereerde en authentieke afbeeldingen?,Vul uw starttijd in,1: Is deze foto echt of nep?,"Indien u nep heeft geselecteerd, licht toe welke aspecten van de afbeelding onnatuurlijk zijn voor u. ",2: Is deze foto echt of nep?,"Indien u nep heeft geselecteerd, licht toe welke aspecten van de afbeelding onnatuurlijk zijn voor u. ",3: Is deze foto echt of nep?,"Indien u nep heeft geselecteerd, licht toe welke aspecten van de afbeelding onnatuurlijk zijn voor u. ",4: Is deze foto echt of nep?,"Indien u nep heeft geselecteerd, licht toe welke aspecten van de afbeelding onnatuurlijk zijn voor u. ",5: Is deze foto echt of nep?,"Indien u nep heeft geselecteerd, licht toe welke aspecten van de afbeelding onnatuurlijk zijn voor u. ",6: Is deze foto echt of nep?,"Indien u nep heeft geselecteerd, licht toe welke aspecten van de afbeelding onnatuurlijk zijn voor u. ",7: Is deze foto echt of nep?,"Indien u nep heeft geselecteerd, licht toe welke aspecten van de afbeelding onnatuurlijk zijn voor u. ",8: Is deze foto echt of nep?,"Indien u nep heeft geselecteerd, licht toe welke aspecten van de afbeelding onnatuurlijk zijn voor u. ",9: Is deze foto echt of nep?,"Indien u nep heeft geselecteerd, licht toe welke aspecten van de afbeelding onnatuurlijk zijn voor u. ",10: Is deze foto echt of nep?,"Indien u nep heeft geselecteerd, licht toe welke aspecten van de afbeelding onnatuurlijk zijn voor u. ",11: Is deze foto echt of nep?,"Indien u nep heeft geselecteerd, licht toe welke aspecten van de afbeelding onnatuurlijk zijn voor u. ",12: Is deze foto echt of nep?,"Indien u nep heeft geselecteerd, licht toe welke aspecten van de afbeelding onnatuurlijk zijn voor u. ",13: Is deze foto echt of nep?,"Indien u nep heeft geselecteerd, licht toe welke aspecten van de afbeelding onnatuurlijk zijn voor u. ",14: Is deze foto echt of nep?,"Indien u nep heeft geselecteerd, licht toe welke aspecten van de afbeelding onnatuurlijk zijn voor u. ",15: Is deze foto echt of nep?,"Indien u nep heeft geselecteerd, licht toe welke aspecten van de afbeelding onnatuurlijk zijn voor u. ",16: Is deze foto echt of nep?,"Indien u nep heeft geselecteerd, licht toe welke aspecten van de afbeelding onnatuurlijk zijn voor u. ",17: Is deze foto echt of nep?,"Indien u nep heeft geselecteerd, licht toe welke aspecten van de afbeelding onnatuurlijk zijn voor u. ",18: Is deze foto echt of nep?,"Indien u nep heeft geselecteerd, licht toe welke aspecten van de afbeelding onnatuurlijk zijn voor u. ",19: Is deze foto echt of nep?,"Indien u nep heeft geselecteerd, licht toe welke aspecten van de afbeelding onnatuurlijk zijn voor u. ",20: Is deze foto echt of nep?,"Indien u nep heeft geselecteerd, licht toe welke aspecten van de afbeelding onnatuurlijk zijn voor u. ",21: Is deze foto echt of nep?,"Indien u nep heeft geselecteerd, licht toe welke aspecten van de afbeelding onnatuurlijk zijn voor u. ",22: Is deze foto echt of nep?,"Indien u nep heeft geselecteerd, licht toe welke aspecten van de afbeelding onnatuurlijk zijn voor u. ",23: Is deze foto echt of nep?,"Indien u nep heeft geselecteerd, licht toe welke aspecten van de afbeelding onnatuurlijk zijn voor u. ",24: Is deze foto echt of nep?,"Indien u nep heeft geselecteerd, licht toe welke aspecten van de afbeelding onnatuurlijk zijn voor u. ",25: Is deze foto echt of nep?,"Indien u nep heeft geselecteerd, licht toe welke aspecten van de afbeelding onnatuurlijk zijn voor u. ",26: Is deze foto echt of nep?,"Indien u nep heeft geselecteerd, licht toe welke aspecten van de afbeelding onnatuurlijk zijn voor u. ",27: Is deze foto echt of nep?,"Indien u nep heeft geselecteerd, licht toe welke aspecten van de afbeelding onnatuurlijk zijn voor u. ",28: Is deze foto echt of nep?,"Indien u nep heeft geselecteerd, licht toe welke aspecten van de afbeelding onnatuurlijk zijn voor u. ",29: Is deze foto echt of nep?,"Indien u nep heeft geselecteerd, licht toe welke aspecten van de afbeelding onnatuurlijk zijn voor u. ",30: Is deze foto echt of nep?,"Indien u nep heeft geselecteerd, licht toe welke aspecten van de afbeelding onnatuurlijk zijn voor u. ",Vul uw eindtijd in:,Heeft u tijdens de survey nieuwe informatie opgedaan over AI-generatoren die u eerder niet kende?,In hoeverre heeft uw deelname aan deze survey invloed gehad op uw vertrouwen in het onderscheiden van  authentieke en door AI gegenereerde afbeeldingen?,Wat vond u van de moeilijkheidsgraad van de afbeeldingen?,Hoeveel foto's denkt u correct te hebben onderscheiden tijdens de survey?
2-12-2023 11:52:52,22 / 30,18,Vrouw,MBO,Ondernemer handel ,Nee,3,2,1,Niet van toepassing,3,11:47:00,Echt,,Echt,,Nep,,Nep,,Nep,,Echt,,Nep,,Echt,,Echt,,Nep,,Echt,,Nep,,Nep,,Nep,,Echt,,Echt,,Echt,,Nep,,Nep,,Nep,,Echt,,Nep,,Echt,,Nep,,Echt,,Nep,,Echt,,Nep,,Echt,,Nep,,11:52:00,Nee,2,3,7
2-12-2023 12:11:57,20 / 30,53,Man,HBO,Onderwijs,Nee,3,3,2,Teksten genereren (ChatGPT),1,11:58:00,Echt,,Echt,,Nep,Kinderen rennen weg voor een tank,Nep,Dit zou de president van de VS niet doen,Echt,,Echt,,Echt,,Echt,,Echt,,Nep,De gezichten van Biden en Obama zijn niet echt,Echt,,Nep,Biden haalt in publiek geen wapen uit elkaar,Nep,"Het aantal mensen verderop klopt niet, staan te dicht op elkaar",Nep,Taliban op een tractor?,Echt,,Nep,Aantal mensen verderop op de foto is niet juist,Echt,,Nep,Gezicht en handen van Poetin klopt niet en de plek zo op straat is bijzonder zonder veiligheidsmaatregelen ,Echt,,Nep,Engels en Russisch in tekst op de borden ,Echt,,Nep,De foto van Trump klopt niet en Wilders en Trump hebben elkaar nooit ontmoet ,Echt,,Echt,,Echt,,Echt,,Echt,,Nep,Meerdere afbeeldingen van Poetin,Echt,,Nep,Dit doet Biden niet publiek,12:11:00,Nee,3,3,8
2-12-2023 12:25:25,22 / 30,21,Vrouw,HBO,Biomedical engineering,Ja,4,5,5,Teksten genereren (ChatGPT),3,12:16:00,Echt,,Echt,,Nep,Het zachte smooth beeld achter de machine (sorry weet even niet hoe het heet),Nep,Te smooth beeld,Echt,,Echt,,Nep,Een te smooth achtergrond,Echt,,Echt,,Nep,"Te gedetailleerde rimpels bij biden?(gok ik, als het niet biden is zou dat het argument alleen versterken. Kan hem dan namelijk amper herkennen)",Echt,,Echt,,Echt,,Echt,,Echt,,Nep,De gebouwen lijken nep om een of ander reden. Enigzins te smooth voor Amsterdams architectuur?,Echt,,Nep,"De belichting, houding, veelste smooth en de rimpels zijn te diep. Vooral bij putin lijkt het alsof er teveel contour is in zijn gezicht.",Nep,Heel wazig.,Echt,,Echt,,Nep,"Hun haar ziet er te Zichtbare uit, te smooth, rimpels veelste diep.",Echt,,Echt,,Echt,,Nep,Ik denk alleen dat Trump niet zo vriendelijke zou zijn tegen Obama en Biden. Verder lijkt het nogal een echte foto.,Echt,,Echt,,Echt,,Nep,Rimpels en contour.,12:24:00,Nee,3,4,6
2-12-2023 12:36:28,24 / 30,51,Vrouw,HBO,Communicatie ,Nee,3,3,4,Teksten genereren (ChatGPT),2,12:18:00,Echt,,Echt,,Echt,,Nep,"Niet realistisch, ziet er uit als twee samengevoegde foto's ",Echt,,Echt,,Echt,,Echt,,Nep,Geen mensen aanwezig terwijl het toch een stadse omgeving is ,Nep,"Of de belichting is heel vreemd, lijken beetje op poppen hier",Echt,,Echt,,Nep,Lijkt alsof mensen niet echt zijn. Maar lastig te zien doordat afbeelding lage resolutie is,Echt,,Echt,,Nep,"Onvolledige gezichten, personen die alle kanten op kijken, afgekapt kapsels",Echt,,Nep,Hand van Poetin klopt niet,Nep,Personages kloppen niet,Echt,,Echt,,Nep,Handen van de heer in midden,Echt,,Echt,,Echt,,Echt,,Echt,,Nep,Ha ha ha,Echt,,Nep,Belichting ,12:35:00,Nee,3,4,4
2-12-2023 12:51:10,26 / 30,18,Man,HBO,Toegepaste Wiskunde ,Soms een beetje programmeren,4,3,2,Teksten genereren (ChatGPT),3,12:40:00,Echt,,Echt,,Nep,Dit is een onrealistische foto want natuurlijk zouden er niet 3 kinderen perfect van elkaar verspreid naar een tank toe lopen en kijken.,Echt,,Nep,Hij ziet er realistisch uit maar toch geloof ik dat het nep is omdat omdat alles zicht te veel “herhaalt” en er niet genoeg diversiteit is in de kleuren en het licht,Echt,,Echt,,Echt,,Echt,,Nep,Dit is een onrealistische scenario en er is te zien aan de contrasten van de gezichten dat het niet echt is ,Echt,,Echt,,Nep,"Het ligt bij deze foto het meest aan de kleuren en de contrasten, ze geven een onnatuurlijk gevoel ",Echt,,Echt,,Nep,Deze noem ik nep puur op gevoel ,Nep,De kleuren lijken een beetje onnatuurlijk ,Nep,Het is te zien aan de schaduwen hier,Nep,Het licht laat het niet natuurlijk overkomen en daarom geloof ik dat het nep is,Echt,,Echt,,Nep,Onrealistisch scenario en kleuren lijken vreemd,Echt,,Nep,Weer aan de kleuren en het licht te zien dat het er niet “echt” uitziet,Echt,,Echt,,Echt,,Nep,De contrasten en de schaduwen maken duidelijk dat het niet echt js,Echt,,Nep,De kleuren die gebruikt zijn zijn niet natuurlijk en het lijkt ook niet echt alsof het licht van de zon afkomt,12:50:00,Nee,4,2,7
2-12-2023 13:23:57,27 / 30,18,Man,Middelbare school,economie ,Nee,3,2,4,Teksten genereren (ChatGPT),5,13:08:00,Echt,,Nep,lijkt nep,Nep,de tank ziet er niet echt uit. schaduw niet overal het zelfde,Echt,,Nep,licht in achtergrond is raar en de handen ook,Echt,,Nep,handen zijn nep,Nep,letters en cijfers op andere borden zien er raar uit,Nep,ramen in gebouwen zijn niet altijd gelijk,Echt,oren zien er raar uit,Echt,,Echt,,Nep,links onder ziet er raar uit,Echt,,Echt,,Nep,gezichten zien er misvormd uit als je er op let,Echt,,Nep,vingers en oren zien er nep uit,Nep,anatomy op sommigen lichamen ziet er raar uit,Echt,,Echt,,Nep,wilders zijn oren zien er nep uit,Echt,,Nep,vrouw ziet er onnatuurlijk uit (handen vooral),Echt,,Echt,,Nep,afval ziet er nep uit,Nep,meerdere keten zelfde persoon en het legers uniform ziet er raar uit met de badges ,Echt,,Nep,ze pistool ziet er nep uit ,13:23:00,Nee,4,2,9
2-12-2023 13:46:21,22 / 30,19,Man,HBO,Toegepaste Biologie,Nee,2,2,1,Teksten genereren (ChatGPT),4,13:41:00,Echt,,Nep,Het ziet er onnatuurlijk uit,Nep,De tank ziet er te 3d achtig uit,Echt,,Nep,De menswn zien er onnatuurlijk uit,Echt,,Nep,Die handen zien er niet echt uit,Echt,,Echt,,Nep,Het is duidelijk te zien dat de foto bewerkt is,Echt,,Echt,,Echt,,Echt,,Echt,,Echt,,Echt,,Nep,Ze zien er nep uit,Echt,,Echt,,Echt,,Nep,Er is duidelijk te zien dat het nep is,Nep,Het lijkt nep ,Echt,,Echt,,Echt,,Echt,,Nep,Er staat meerdere keren dezelfde persoon oo,Echt,Deze foto ziet er nep uit,Nep,Hij ziet er echt nep uit,13:45:00,Nee,2,3,6
2-12-2023 14:07:01,29 / 30,21,Vrouw,Universitair (Bachelor/Master/PhD),Rechtsgeleerdheid,Nee,2,2,1,Niet van toepassing,4,13:57:00,Echt,,Nep,De containers lijken misvormd,Nep,Misvormde handen,Echt,,Nep,Misvormde arm,Echt,,Nep,Misvormde hand,Echt,,Nep,Het lijkt alsof er meerdere afbeeldingen over elkaar heen zijn geplaatst,Nep,"Ziet er heel cartoonachtig uit, Obama's hand is misvormd en Biden en Trump lijken te veel op elkaar",Echt,,Echt,,Nep,Mensen lijken meerdere hoofden te hebben,Echt,,Echt,,Nep,Misvormde hoofden,Echt,,Nep,Cartoonachtige,Nep,Disproportionele lichamen,Echt,,Echt,,Nep,Cartoonachtig,Echt,,Nep,Handen en ogen van de vrouw met niqab zijn blurred,Echt,,Echt,,Nep,Er steekt en lichaam uit de man met de bordeaux jas,Nep,Misvormde handen,Echt,,Nep,Cartoonachtig en misvormde gezicht,14:05:00,Nee,5,3,8
2-12-2023 15:17:27,23 / 30,22,Vrouw,Universitair (Bachelor/Master/PhD),crisis and security management & midden oosten studies,Nee,4,3,3,Teksten genereren (ChatGPT),4,15:13:00,Echt,,Nep,,Nep,,Echt,,Echt,,Echt,,Echt,,Echt,,Echt,,Nep,,Echt,,Echt,,Nep,,Echt,,Nep,,Nep,,Echt,,Nep,,Nep,,Echt,,Echt,,Nep,,Echt,,Echt,,Echt,,Echt,,Echt,,Nep,,Echt,,Nep,,15:17:00,Nee,2,3,5
2-12-2023 15:38:25,25 / 30,20,Man,Universitair (Bachelor/Master/PhD),Cs,Ja,4,4,3,"Teksten genereren (ChatGPT), Afbeeldingen genereren (DALL-E, Midjourney)",3,15:30:00,Echt,,Nep,,Nep,Het lijkt alsof het getekend is,Nep,Biden ziet hier raar uit,Nep,,Echt,,Echt,,Echt,,Nep,Het detail mist bij de gebouwen ,Nep,Het lijkt getekend ,Echt,,Nep,,Nep,De kleuren zijn nep,Echt,,Echt,,Nep,De mensen zijn raar ,Echt,,Nep,,Nep,,Echt,,Echt,,Nep,,Echt,,Nep,,Echt,,Echt,,Echt,,Nep,,Echt,,Nep,,15:37:00,Nee,3,4,5
2-12-2023 15:45:19,20 / 30,21,Man,HBO,Gezondheidszorg ,Nee,2,2,1,Teksten genereren (ChatGPT),3,15:41:00,Echt,,Nep,Basale overview van de afbeelding,Nep,De tank voelt nep aan,Echt,,Echt,,Echt,,Nep,Gezicht van de militair,Echt,,Nep,,Echt,Niet echt ,Echt,,Nep,,Echt,,Echt,,Nep,,Echt,,Echt,,Nep,Kwaliteit van de foto,Nep,Kwaliteit van de foto,Echt,,Echt,,Echt,Gezichten van de personen,Echt,,Echt,,Echt,,Echt,,Echt,,Nep,Gezichten van de personen,Echt,,Nep,Kwaliteit van de foto’s ,15:48:00,Ja,1,4,6
2-12-2023 15:56:47,21 / 30,14,Vrouw,Middelbare school,juf,Nee,3,4,3,Teksten genereren (ChatGPT),4,15:45:00,Echt,,Nep,het is allemaal 1 kleur bijna,Nep,hoe kunnen die kinderen zo dicht bij een tank staan.,Nep,hij heeft een vinger van iemand anders in zijn mond,Echt,,Echt,,Nep,de vingers van de jongen,Nep,het  bord is de verkeerde kant toegewezen,Nep,er is random een kuil,Nep,het lijkt alsof ze in een animatie zitten,Echt,,Nep,de president heeft een pistool vast,Nep,de mensen zijn heel klein,Echt,,Echt,,Echt,,Echt,,Nep,lijkt alsof t in een animatie is,Nep,het beeld is een beetje wazig,Echt,,Echt,,Echt,lijkt alsof het in een animatie is,Echt,,Echt,,Echt,,Echt,,Echt,,Nep,de huid is te perfect,Echt,,Nep,de foto is te perfect en waarom zou de president een pistool vast hebben,15:55:00,Nee,3,2,7
2-12-2023 16:15:19,27 / 30,22,Vrouw,Universitair (Bachelor/Master/PhD),"Kunstmatige intelligentie, rechtsgeleerdheid",Ja,4,4,2,"Teksten genereren (ChatGPT), Afbeeldingen genereren (DALL-E, Midjourney)",4,16:05:00,Echt,,Echt,,Nep,Materie is licht geblurred/soft,Echt,,Nep,Geen idee ligt misschien aan de blur,Echt,,Nep,Hand ziet er raar uit?,Echt,,Nep,De weg voelt raar,Nep,Geblurred/soft en hyperrealistisch,Echt,,Echt,,Echt,Voelt als zee van hoofden,Echt,,Echt,,Nep,Hoofden zijn raar,Echt,,Nep,Te soft,Echt,Zou nep kunnen zijn maar slechte kwaliteit foto dus idk,Echt,,Echt,,Nep,Te soft,Echt,,Nep,Idk handen?,Echt,,Echt,,Echt,,Nep,Blur,Echt,,Nep,Blur en hyperrealism,16:13:00,Nee,3,3,7
2-12-2023 16:20:24,18 / 30,24,Vrouw,HBO,Cyber security ,Ja,3,2,2,Teksten genereren (ChatGPT),2,16:16:00,Nep,,Nep,,Echt,,Nep,,Echt,,Echt,,Echt,,Echt,,Echt,,Echt,,Echt,,"Echt, Nep",,Nep,,Echt,,Echt,,Nep,,Echt,,Nep,,Echt,,Echt,,Echt,,Echt,,Nep,,Nep,,Echt,,Echt,,Nep,,Nep,,Echt,,Nep,,16:19:00,Ja,2,3,5
2-12-2023 16:49:19,29 / 30,24,Vrouw,HBO,Tattoo artist,Nee,4,1,2,Teksten genereren (ChatGPT),5,16:41:00,Echt,,Nep,te blokkerig,Nep,ziet er door de goede kwaliteit uit als een game,Echt,,Nep,de glans maakt t nep,Echt,,Nep,oog van de kat,Echt,,Nep,wegen zien er niet logisch uit,Nep,glans,Echt,,Echt,,Nep,hoe kleiner hoe minder 'echt',Echt,,Echt,,Nep,huizen zijn te gepoleist,Echt,,Nep,glans,Nep,de blur,Echt,,Echt,,Nep,de glans,Echt,,Nep,blur,Echt,,Echt,,Nep,blur,Nep,de glans,Echt,,Nep,glans,16:48:00,Ja,4,3,10
2-12-2023 17:08:14,23 / 30,23,Man,MBO,Sales,Nee,1,2,1,Niet van toepassing,3,16:52:00,Echt,,Nep,,Nep,,Nep,,Nep,,Echt,,Nep,,Echt,,Nep,,Nep,,Nep,,Nep,,Nep,,Echt,,Echt,,Nep,,Nep,,Nep,,Nep,,Echt,,Echt,,Nep,,Echt,,Echt,,Echt,,Echt,,Echt,,Nep,,Echt,,Nep,,17:07:00,Nee,3,3,8
2-12-2023 18:55:34,17 / 30,50,Vrouw,HBO,Hospitality Business School ,Ja,4,5,4,"Teksten reviewen & verbeteren, powerpoints maken, voice over genereren, afbeeldingen creëren, nieuwsbrieven schrijven (draft versie), etc.",1,18:45:00,Echt,,Echt,,Nep,Te gemaakt/toevallig,Nep,Onwaarschijnlijk ,Echt,,Nep,Gezicht te clean,Echt,,Echt,,Echt,,Nep,Haar,Nep,Te vredig ,Nep,Onwaarschijnlijk ,Nep,Veel mensen ,Nep,Tractor ziet er wel heel goed uit,Echt,,Nep,Veel mensen ,Echt,,Nep,Geen schaduw,Echt,,Nep,Taal,Echt,,Nep,Volgens mij hebben ze elkaar nooit ontmoet ,Echt,,Echt,,Nep,Zoet er at random uit,Echt,,Echt,,Nep,Allemaal dezelfde ,Echt,,Nep,Lijkt me niet een hele handige actie van hem,18:54:00,Nee,3,3,1
2-12-2023 19:41:23,27 / 30,20,Man,Universitair (Bachelor/Master/PhD),Psychologie,Nee,5,4,3,"Teksten genereren (ChatGPT), Afbeeldingen genereren (DALL-E, Midjourney)",3,19:31:00,Echt,,Echt,,Nep,"Onrealistische scene, verlichting ligt net verkeerd",Echt,,Nep,"Gezichten kloppen niet volledig, de camera blur is ook net verkeerd",Echt,,Nep,"Vingers zitten te ver uit elkaar, de foto voelt te ""smooth"" ofzo",Echt,,Nep,"Huizen en wegen zijn apart schuin, maar dat kan ook aan de grond waarop het gebouwd is liggen",Nep,"Licht is raar, huid lijkt cartoonachtig",Echt,,Nep,Onrealistische scene,Nep,De mesnen zijn te uniform (weinig variatie),Echt,,Echt,,Nep,"Verlichting is net raar, mensen hebben ook iets aparts",Echt,,Nep,Cartoonachtige huid en aparte verlichting,Echt,,Echt,,Echt,,Nep,"Onrealistische scene, cartoonachtige huid en rare verlichting",Echt,,Nep,Rare verlichting,Echt,,Echt,,Echt,,Nep,Onrealistische scene en cartoonachtige huid,Echt,,Nep,Cartoonachtige huid,19:40:00,Nee,3,3,8
2-12-2023 20:01:12,16 / 30,54,Vrouw,MBO,Kapster,Nee,1,1,1,Niet van toepassing,2,19:56:00,Nep,,Echt,,Nep,,Nep,,Echt,,Nep,,Nep,,Echt,,Echt,,Nep,,Nep,,Nep,,Echt,,Nep,,Echt,,Echt,,Nep,,Nep,,Echt,,Nep,,Echt,,Nep,,Echt,,Nep,,Echt,,Echt,,Echt,,Nep,,Echt,,Nep,,20:00:00,Nee,3,4,4
2-12-2023 20:39:39,17 / 30,52,Vrouw,MBO,Grafisch,Nee,1,1,1,Niet van toepassing,1,20:30:00,Echt,,Echt,,Echt,,Nep,Vinger in mond,Echt,,Echt,,Echt,,Nep,Tekst is leesbaar voor de maker vd foto niet waarvoor het bedoeld is,Echt,,Nep,Alles ziet er nep uit,Echt,,Nep,Biden is tegen wapens,Nep,Veels te veel mensen opelkaar,Echt,,Echt,,Echt,,Echt,,Nep,Merkel en poetin?,Echt,,Echt,,Echt,,Nep,Alles is nep,Echt,,Echt,,Nep,Lachende kinderen,Nep,Trump met hand op schouder ,Echt,,Nep,Teveel poetins,Echt,,Nep,Bewerkt,20:37:00,Ja,3,4,5
2-12-2023 22:03:25,23 / 30,22,Vrouw,MBO,Sport en beweging,Nee,1,3,1,Niet van toepassing,3,21:59:00,Echt,,Nep,Kleirverschil in bovenste deel,Nep,,Nep,,Echt,,Echt,,Nep,,Echt,,Nep,,Nep,,Echt,,Nep,,Nep,,Nep,,Echt,,Nep,,Echt,,Nep,,Nep,,Echt,,Echt,,Nep,,Nep,,Nep,,Echt,,Echt,,Echt,,Nep,,Echt,,Nep,,22:02:00,Nee,3,2,7
2-12-2023 22:14:59,27 / 30,20,Vrouw,MBO,Allround hairstylist,Nee,4,3,4,Teksten genereren (ChatGPT),2,22:00:00,"Echt, Nep",,Echt,,Nep,Vind de tank er iets te nep uitzien,Echt,,Nep,De ogen lijken dicht,Echt,,Nep,De hand van de man klopt niet,Echt,,Echt,,Nep,De gezichten kloppen niet,Echt,,Echt,,Nep,Sommige mensen hun hoofd lijken extreem groot,Echt,,Echt,,Nep,De hoofden kloppen niet,Echt,,Nep,Handen kloppen niet,Nep,"Sommige lijfen zijn misvormt, zoals persoon links heeft extreem lange benen",Echt,,Echt,,Nep,Ziet er nep uit,Echt,,Echt,,Echt,,Echt,,Nep,Vind hier ook de lichamen niet kloppen,Nep,Hij ziet er heel anders uit dan normaal,Echt,,Nep,Gezicht ziet er heel anders uit,22:15:00,Ja,3,4,5
3-12-2023 7:16:32,18 / 30,51,Vrouw,Middelbare school,Yoga/lichaamswerker,Nee,1,2,1,Niet van toepassing,4,7:04:00,Nep,Handen lijken lichter dan het hoofd,Nep,Kleurverschillen1 kant in vergelijking met de andere ,Echt,,Echt,,Echt,,Echt,,Nep,Rare handen ,Echt,,Echt,,Nep,Rare grimas gek licht ,Nep,Kleuren te helder,Echt,Het zal vast nep 🤪,Echt,,Nep,Onderkant vaag,Echt,,Echt,,Echt,,Nep,Alsof het hoofd van puttin erop is gezet,Echt,,Echt,,Echt,,Nep,Geen expressie,Echt,,Echt,,Echt,,Echt,,Echt,,Nep,Zit geen leven in ,Echt,,Nep,Alsof ie erin is geplakt ,7:14:00,Nee,1,4,3
3-12-2023 12:35:40,15 / 30,62,Vrouw,HBO,Paramedisch,Nee,2,3,1,Niet van toepassing,3,12:22:00,Echt,,Nep,Lijkt copy/ paste,Nep,Tank is raar kinderen te scherp,Nep,Scherp/ onscherp is teveel te raar beeld,Echt,,Nep,Klopt niet,Echt,,Nep,Houd bord raar vast,Echt,,Nep,Onnatuurlijke gezichten,Echt,,Nep,Kijkt niet wat hij doet houd raar vast,Nep,Te vaag,Echt,,Echt,,Nep,Klopt niet in de verte,Echt,,Nep,Te netjes,Echt,,Echt,,Nep,Rechter persoon houd bord raar vast,Nep,Rare hoofden kan ook echt zijn😂,Nep,Weet niet lijkt niet goed,Echt,,Nep,Te vrolijk,Echt,,Echt,,Nep,2 poetins?,Nep,Scherp onscherp klopt niet,Nep,Raar,12:34:00,Nee,2,3,7
3-12-2023 16:23:58,22 / 30,23,Vrouw,HBO,Logistics ,Ja,3,4,5,"Teksten genereren (ChatGPT), Afbeeldingen genereren (DALL-E, Midjourney)",3,16:16:00,Echt,,Echt,,Nep,Poppetjes,Nep,Vingers,Echt,,Echt,,Echt,,Echt,,Echt,,Nep,Gezichten,Echt,,Nep,Ogen,Nep,,Echt,,Nep,Hoofd,Nep,Gebouw,Echt,,Nep,Smoothness,Nep,Achtergrond,Echt,,Echt,,Nep,Smoothness,Echt,,Echt,,Echt,,Echt,,Echt,,Nep,Alle 4 putin,Echt,,Nep,Gezicht,16:23:00,Ja,3,3,8
3-12-2023 17:21:06,17 / 30,52,Vrouw,HBO,Adviseur ,Nee,4,4,4,Teksten genereren (ChatGPT),4,17:17:00,Echt,,Echt,,Echt,,Echt,,Echt,,Echt,,Echt,,Echt,,Echt,,Nep,,Echt,,Echt,,Echt,,Echt,,Echt,,Echt,,Echt,,Echt,,Echt,,Echt,,Echt,,Nep,Wilders heeft nog nooit kennis gemaakt met Trump,Nep,,Echt,,Nep,,Echt,,Echt,,Echt,,Echt,,Nep,..,17:20:00,Ja,3,4,9
3-12-2023 17:24:57,22 / 30,58,Man,Universitair (Bachelor/Master/PhD),Communicatiewetenschappen,Nee,1,1,1,Niet van toepassing,2,17:15:00,Echt,,Nep,kleuren,Nep,schaduw,Echt,,Echt,,Echt,,Echt,,Nep,te gestyleerd,Echt,,Nep,onnatuurlijk,Echt,,Nep,vreemde houding,Nep,perspectief,Echt,,Nep,gezichtsuitdrukking,Nep,perspectief,Echt,,Nep,gezichtsuitdrukking,Nep,te wazig,Echt,,Echt,,Nep,gezichten,Echt,,Echt,,Echt,,Echt,,Nep,horizon vreemd,Nep,gelukkig maar 1 Poetin op de wereld!,Echt,,Nep,dirty Harry bestaat niet,17:24:00,Nee,2,4,6
3-12-2023 17:55:20,13 / 30,58,Vrouw,HBO,Gespecialiseerd verpleegkundige ,Nee,3,1,1,Niet van toepassing,1,17:45:00,Echt,,Nep,Licht ,Echt,,Nep,Gekunsteld ,Echt,,Echt,,Echt,,Nep,Gokje ,Echt,,Nep,Te toevallig ,Nep,?,Nep,Bedacht ,Echt,,Echt,,Nep,Denk ik,Echt,,Echt,,Nep,Gezicht van Poetin ,Echt,,Echt,,Echt,,Nep,Niet kloppend ,Echt,,Echt,,Echt,,Nep,?,Echt,,Echt,,Echt,,Nep,Weet het echt niet ,18:10:00,Nee,1,5,3
3-12-2023 19:56:16,27 / 30,18,Vrouw,Universitair (Bachelor/Master/PhD),Biomedische wetenschappen ,Nee,2,2,3,Fouten zoeken in R scripten,4,19:38:00,Nep,"Rechtsboven lijkt niet helemaal in de foto te passen, andere bomen",Echt,,Nep,Alle drie de jongentjes hebben dezelfde houding,Echt,,Nep,Meisjes hebben ogen dicht en hand van voorste meisje lijkt een gekke positie te hebben,Echt,,Nep,Alles lijkt te glad,Echt,,Echt,,Nep,Huid ziet er gek uit,Echt,,Echt,,Nep,Mensen lijken een brei te worden in de verte,Echt,,Echt,,Nep,Aan de linkerkant zijn hele vage gezichten te zien,Echt,,Nep,Verhoudingen kloppen niet,Nep,Figuren lijken niet te kloppen,Echt,,Echt,,Echt,Huid en gezichtsuitdrukkingen kloppen niet,Echt,,Nep,Deze is heel lastig ,Echt,,Echt,,Nep,De mensen kloppen niet,Nep,Meerdere keren putin,Echt,,Nep,Huid klopt niet,19:55:00,Nee,3,4,8
